V1,V2,V3,V4
strongsubj,멸시하다,-2,negative
strongsubj,멸여,-2,negative
strongsubj,멸여되다,-2,negative
strongsubj,멸여하다,-2,negative
strongsubj,명랑하고,2,positive
strongsubj,명랑하고 천진하게,2,positive
strongsubj,명랑하다,2,positive
strongsubj,명량하고,2,positive
strongsubj,명량하다,2,positive
strongsubj,명량한,2,positive
weaksubj,명령을 거짓으로,-1,negative
strongsubj,명망을 잃거나,-2,negative
strongsubj,명망을 잃다,-2,negative
strongsubj,명망을 잃음,-2,negative
strongsubj,명망이 높은,2,positive
weaksubj,명백하지 않은,-1,negative
weaksubj,명복을 빌고,1,positive
weaksubj,명복을 빌다,1,positive
strongsubj,명성,2,positive
weaksubj,명성이 높다,-1,negative
strongsubj,명예,2,positive
strongsubj,명예 훼손,-2,negative
strongsubj,명예로운,2,positive
weaksubj,명예롭다,1,positive
strongsubj,명예롭지 못한,-2,negative
weaksubj,명예훼손,-1,negative
strongsubj,명존세,-2,negative
strongsubj,명쾌하다,2,positive
weaksubj,명쾌한,1,positive
weaksubj,명쾌함,1,positive
strongsubj,모두 잃거나,-2,negative
strongsubj,모두 지쳐,-2,negative
weaksubj,모략,-1,negative
weaksubj,모르거나,-1,negative
weaksubj,모르게 없어져,-1,negative
weaksubj,모르는,-1,negative
weaksubj,모르는 듯하다,-1,negative
weaksubj,모르는 모양,-1,negative
weaksubj,모르는 사람,-1,negative
weaksubj,모르는 체하다,-1,negative
weaksubj,모르는 체하며,-1,negative
weaksubj,모르는 체함,-1,negative
strongsubj,모범으로,2,positive
strongsubj,모범으로 삼아,2,positive
strongsubj,모범이 될,2,positive
weaksubj,모순,-1,negative
weaksubj,모순되다,-1,negative
weaksubj,모순된,-1,negative
weaksubj,모순된 것을,-1,negative
weaksubj,모순을 초월한,1,positive
weaksubj,모시,-1,negative
strongsubj,모양,0,neutral
weaksubj,모양새가 밉살스러운,-1,negative
weaksubj,모양이 꼼꼼하고,1,positive
strongsubj,모양이 아름다워,2,positive
strongsubj,모양이 흉하게,-2,negative
strongsubj,모양이 흉하고,-2,negative
weaksubj,모여 수선스럽게,-1,negative
strongsubj,모욕,-2,negative
strongsubj,모욕을,-2,negative
strongsubj,모욕을 당하거나,-2,negative
weaksubj,모자라 아쉽거나,-1,negative
weaksubj,모자라거나,-1,negative
weaksubj,모자라거나 낮다,-1,negative
weaksubj,모자라거나 없어서,-1,negative
weaksubj,모자라게 되다,-1,negative
weaksubj,모자라기는,-1,negative
weaksubj,모자라는,-1,negative
weaksubj,모자라는 듯하다,-1,negative
weaksubj,모자라는 상태를,-1,negative
weaksubj,모자라다,-1,negative
weaksubj,모자라서,-1,negative
weaksubj,모자라서 안타깝고,-1,negative
weaksubj,모자란,-1,negative
weaksubj,모자란 듯하다,-1,negative
weaksubj,모자란 듯한,-1,negative
weaksubj,모자람이 없을,1,positive
weaksubj,모자람이 없이,1,positive
weaksubj,모조리 뒤지어 훔치다,-1,negative
strongsubj,모조리 파괴되어,-2,negative
strongsubj,모조리 파괴하여,-2,negative
strongsubj,모조리 훔치거나,-2,negative
strongsubj,모진,-2,negative
strongsubj,모진 고통을,-2,negative
strongsubj,모질게,-2,negative
strongsubj,모질고,-2,negative
strongsubj,모질고 억세다,-2,negative
strongsubj,모질고 잔인한,-2,negative
strongsubj,모질다,-2,negative
strongsubj,모짊,-2,negative
weaksubj,모호하거나,-1,negative
weaksubj,모호하게,-1,negative
weaksubj,모호하게 하다,-1,negative
weaksubj,모호하다,-1,negative
weaksubj,모호하여,-1,negative
strongsubj,목구멍에 걸려,-2,negative
weaksubj,목구멍이 헐어서,-1,negative
weaksubj,목소리가 쉰,-1,negative
strongsubj,목숨을 끊다,-2,negative
strongsubj,목숨이 거의 다 되어,-2,negative
strongsubj,목숨이 거의 다 된 생태,-2,negative
strongsubj,목숨이 얼마 남지 않은,-2,negative
strongsubj,목숨이 위태로울,-2,negative
weaksubj,목이 마르고,-1,negative
weaksubj,목이 뻣뻣해지기도,-1,negative
weaksubj,목이 잠기는,-1,negative
weaksubj,목이 텁텁하여,-1,negative
strongsubj,목적을 달성한,2,positive
strongsubj,목적을 이룸,2,positive
weaksubj,몰래,-1,negative
weaksubj,몰래 가지다,-1,negative
weaksubj,몰래 사고파는,-1,negative
weaksubj,몰래 삼,-1,negative
weaksubj,몰래 팖,-1,negative
weaksubj,몰래 훔치거나,-1,negative
weaksubj,몰래 훔치다,-1,negative
weaksubj,몰래 훔침으로써,-1,negative
weaksubj,몰아대거나,-1,negative
weaksubj,몰아대다,-1,negative
strongsubj,몰아붙이듯이,-2,negative
strongsubj,몰아붙이듯이 공격하다,-2,negative
weaksubj,몰아세우다,-1,negative
strongsubj,몰아쳐서,-2,negative
weaksubj,몰인정,-1,negative
strongsubj,몸가짐을 점잖고,2,positive
weaksubj,몸가짐이 의젓하고,1,positive
weaksubj,몸보신하다,1,positive
weaksubj,몸살,-1,negative
strongsubj,몸살나다,-2,negative
weaksubj,몸에 부스럼이나,-1,negative
weaksubj,몸을 가누지 못함,-1,negative
weaksubj,몸을 깜찍하게,1,positive
weaksubj,몸을 단련하거나,1,positive
strongsubj,몸을 더럽히다,-2,negative
weaksubj,몸을 뒤척거리다,-1,negative
weaksubj,몸을 보하는,1,positive
weaksubj,몸을 움츠리는,-1,negative
weaksubj,몸을 움츠린다는,-1,negative
weaksubj,몸을 움츠림을,-1,negative
weaksubj,몸을 조리함,1,positive
strongsubj,몸을 튼튼하게,2,positive
strongsubj,몸이 거북하다,-2,negative
strongsubj,몸이 건강하고,2,positive
weaksubj,몸이 굳어지다,-1,negative
weaksubj,몸이 떨리는,-1,negative
strongsubj,몸이 불편하거나,-2,negative
strongsubj,몸이 불편하다,-2,negative
strongsubj,몸이 불편하여,-2,negative
strongsubj,몸이 불편함,-2,negative
weaksubj,몸이 붓고,-1,negative
weaksubj,몸이 붓는,-1,negative
weaksubj,몸이 뻐근하게,-1,negative
strongsubj,몸이 실하고,2,positive
weaksubj,몸이 야위는,-1,negative
weaksubj,몸이 야위어,-1,negative
weaksubj,몸이 약하거나,-1,negative
weaksubj,몸이 약하여,-1,negative
weaksubj,몸이 약하여서,-1,negative
weaksubj,몸이 약하여져서,-1,negative
weaksubj,몸이 여위게,-1,negative
weaksubj,몸이 여위고,-1,negative
weaksubj,몸이 여위어,-1,negative
weaksubj,몸이 움츠러들거나,-1,negative
weaksubj,몸이 지쳐,-1,negative
weaksubj,몸이 참,-1,negative
weaksubj,몸이 허약하여,-1,negative
strongsubj,몸이 회복되다,2,positive
strongsubj,몸져눕게,-2,negative
strongsubj,몸져눕게 만들다,-2,negative
strongsubj,몸져눕는,-2,negative
strongsubj,몸져눕는 상태가,-2,negative
weaksubj,몸짱,1,positive
strongsubj,몹시 가난하고,-2,negative
strongsubj,몹시 가난하여,-2,negative
strongsubj,몹시 가난한,-2,negative
strongsubj,몹시 가렵고,-2,negative
strongsubj,몹시 가쁘고,-2,negative
strongsubj,몹시 갑갑하고,-2,negative
strongsubj,몹시 거북스럽게,-2,negative
strongsubj,몹시 거북하거나,-2,negative
strongsubj,몹시 거칠게,-2,negative
strongsubj,몹시 거칠고,-2,negative
strongsubj,몹시 거칠다,-2,negative
strongsubj,몹시 거칠어,-2,negative
strongsubj,몹시 겁을,-2,negative
strongsubj,몹시 게으름을,-2,negative
strongsubj,몹시 경망스럽게,-2,negative
strongsubj,몹시 고단하다,-2,negative
strongsubj,몹시 고단하여,-2,negative
strongsubj,몹시 고생스러운,-2,negative
strongsubj,몹시 고통을,-2,negative
strongsubj,몹시 괴로운,-2,negative
strongsubj,몹시 괴롭고,-2,negative
strongsubj,몹시 괴롭다,-2,negative
strongsubj,몹시 괴롭히거나,-2,negative
strongsubj,몹시 구속하다,-2,negative
strongsubj,몹시 군색함,-2,negative
strongsubj,몹시 군소리를,-2,negative
strongsubj,몹시 굳은,-2,negative
strongsubj,몹시 굼뜨고,-2,negative
strongsubj,몹시 궁하고,-2,negative
strongsubj,몹시 귀찮게,-2,negative
strongsubj,몹시 귀찮아하도록,-2,negative
strongsubj,몹시 긴장하거나,-2,negative
strongsubj,몹시 까불어서,-2,negative
strongsubj,몹시 까칠하다,-2,negative
strongsubj,몹시 꺼불다,-2,negative
strongsubj,몹시 꺼칠하다,-2,negative
weaksubj,몹시 끌리도록,1,positive
strongsubj,몹시 난처하거나,-2,negative
strongsubj,몹시 낡고,-2,negative
strongsubj,몹시 노엽거나,-2,negative
strongsubj,몹시 노하여,-2,negative
strongsubj,몹시 놀라,-2,negative
strongsubj,몹시 놀라거나,-2,negative
strongsubj,몹시 느리고,-2,negative
strongsubj,몹시 답답하고,-2,negative
strongsubj,몹시 답답한,-2,negative
strongsubj,몹시 대단하고,2,positive
strongsubj,몹시 더듬는,-2,negative
strongsubj,몹시 더러운,-2,negative
strongsubj,몹시 더러워진,-2,negative
strongsubj,몹시 더럽고,-2,negative
strongsubj,몹시 더럽다,-2,negative
strongsubj,몹시 더운,-2,negative
strongsubj,몹시 두려워서,-2,negative
strongsubj,몹시 두렵고,-2,negative
strongsubj,몹시 뒤엉키어,-2,negative
strongsubj,몹시 따뜻하다,2,positive
strongsubj,몹시 딱하고,-2,negative
strongsubj,몹시 뜨거운,-2,negative
strongsubj,몹시 뜨겁다,-2,negative
strongsubj,몹시 만족스러운,2,positive
strongsubj,몹시 많거나,2,positive
strongsubj,몹시 멋없이,-2,negative
strongsubj,몹시 메스꺼워,-2,negative
strongsubj,몹시 못마땅하거나,-2,negative
strongsubj,몹시 못살게,-2,negative
strongsubj,몹시 무덥고,-2,negative
strongsubj,몹시 무서운,-2,negative
strongsubj,몹시 무섭거나,-2,negative
strongsubj,몹시 무질서하게,-2,negative
strongsubj,몹시 미련하거나,-2,negative
strongsubj,몹시 미련하고,-2,negative
strongsubj,몹시 미련한,-2,negative
strongsubj,몹시 미움을,-2,negative
strongsubj,몹시 바쁘게,-2,negative
strongsubj,몹시 반드러운,2,positive
strongsubj,몹시 반드럽다,2,positive
strongsubj,몹시 버릇없이,-2,negative
strongsubj,몹시 번드럽다,2,positive
strongsubj,몹시 분하거나,-2,negative
strongsubj,몹시 분하고,-2,negative
strongsubj,몹시 분하여,-2,negative
strongsubj,몹시 불평스럽게,-2,negative
strongsubj,몹시 비굴하게,-2,negative
strongsubj,몹시 사나운,-2,negative
strongsubj,몹시 사납다,-2,negative
strongsubj,몹시 사랑스럽다,2,positive
strongsubj,몹시 사랑하거나,2,positive
strongsubj,몹시 사랑하고,2,positive
strongsubj,몹시 살기,-2,negative
strongsubj,몹시 상하다,-2,negative
strongsubj,몹시 상한,-2,negative
strongsubj,몹시 상함,-2,negative
strongsubj,몹시 샐그러뜨리며,-2,negative
strongsubj,몹시 샘바르고,-2,negative
strongsubj,몹시 서두르며,-2,negative
strongsubj,몹시 설레어,2,positive
strongsubj,몹시 성을,-2,negative
strongsubj,몹시 소란하고,-2,negative
strongsubj,몹시 소모되어,-2,negative
strongsubj,몹시 수척하다,-2,negative
strongsubj,몹시 쉬거나,-2,negative
strongsubj,몹시 슬퍼하면서,-2,negative
strongsubj,몹시 슬프게,-2,negative
strongsubj,몹시 슬프고,-2,negative
strongsubj,몹시 시끄럽고,-2,negative
strongsubj,몹시 시끄럽다,-2,negative
strongsubj,몹시 시들한,-2,negative
strongsubj,몹시 시장하거나,-2,negative
strongsubj,몹시 시큰둥한,-2,negative
strongsubj,몹시 싫어하는,-2,negative
strongsubj,몹시 싫어하여,-2,negative
strongsubj,몹시 싫어함을,-2,negative
strongsubj,몹시 심하게,-2,negative
strongsubj,몹시 심하여,-2,negative
strongsubj,몹시 심한,-2,negative
strongsubj,몹시 싱겁게,-2,negative
strongsubj,몹시 싸늘한,-2,negative
strongsubj,몹시 쑤시고,-2,negative
strongsubj,몹시 쓰리고,-2,negative
strongsubj,몹시 씁쓰레하게,-2,negative
strongsubj,몹시 아끼고,2,positive
strongsubj,몹시 아니꼽다,-2,negative
strongsubj,몹시 아리고,-2,negative
strongsubj,몹시 아쉽다,-2,negative
strongsubj,몹시 아프거나,-2,negative
strongsubj,몹시 아프게,-2,negative
strongsubj,몹시 아프고,-2,negative
strongsubj,몹시 아픈,-2,negative
strongsubj,몹시 악독하게,-2,negative
strongsubj,몹시 악한,-2,negative
strongsubj,몹시 안타깝게,-2,negative
strongsubj,몹시 앓는,-2,negative
strongsubj,몹시 앓다,-2,negative
strongsubj,몹시 앓음,-2,negative
strongsubj,몹시 암상스럽게,-2,negative
strongsubj,몹시 애를,-2,negative
strongsubj,몹시 애쓰다,-2,negative
strongsubj,몹시 야무지고,2,positive
strongsubj,몹시 야위고,-2,negative
strongsubj,몹시 야윈,-2,negative
strongsubj,몹시 약하여지는,-2,negative
strongsubj,몹시 어긋나고,-2,negative
strongsubj,몹시 어려운,-2,negative
strongsubj,몹시 어색하거나,-2,negative
strongsubj,몹시 어수선하게,-2,negative
strongsubj,몹시 어수선하다,-2,negative
strongsubj,몹시 어수선한,-2,negative
strongsubj,몹시 어지러워,-2,negative
strongsubj,몹시 어지럽고,-2,negative
strongsubj,몹시 억누르는,-2,negative
strongsubj,몹시 억누르다,-2,negative
strongsubj,몹시 억울하거나,-2,negative
strongsubj,몹시 언짢거나,-2,negative
strongsubj,몹시 얼떨떨하다,-2,negative
strongsubj,몹시 얽은,-2,negative
strongsubj,몹시 여윈,-2,negative
strongsubj,몹시 외로워하다,-2,negative
strongsubj,몹시 요망스럽게,-2,negative
strongsubj,몹시 우물거리며,-2,negative
strongsubj,몹시 우물쭈물하는,-2,negative
strongsubj,몹시 우직스럽게,-2,negative
strongsubj,몹시 울렁거리는,-2,negative
strongsubj,몹시 울렁거리다,-2,negative
strongsubj,몹시 원망스럽고,-2,negative
strongsubj,몹시 원망하듯,-2,negative
strongsubj,몹시 위태로움,-2,negative
strongsubj,몹시 자지러지게,-2,negative
strongsubj,몹시 즐겨서,2,positive
strongsubj,몹시 즐기는,2,positive
strongsubj,몹시 지저분하게,-2,negative
strongsubj,몹시 지쳐,-2,negative
strongsubj,몹시 지쳐서,-2,negative
strongsubj,몹시 지치거나,-2,negative
strongsubj,몹시 지친,-2,negative
strongsubj,몹시 찡그리다,-2,negative
strongsubj,몹시 참혹함을,-2,negative
strongsubj,몹시 초라하다,-2,negative
strongsubj,몹시 취하여,-2,negative
strongsubj,몹시 침침해지다,-2,negative
strongsubj,몹시 탄식하다,-2,negative
strongsubj,몹시 피곤하거나,-2,negative
strongsubj,몹시 피로하여,-2,negative
strongsubj,몹시 하찮고,-2,negative
strongsubj,몹시 해지거나,-2,negative
strongsubj,몹시 허둥거리는,-2,negative
strongsubj,몹시 허약할,-2,negative
strongsubj,몹시 허약해진,-2,negative
strongsubj,몹시 허전하다,-2,negative
strongsubj,몹시 허전한,-2,negative
strongsubj,몹시 호된,-2,negative
strongsubj,몹시 화가,-2,negative
strongsubj,몹시 화나게,-2,negative
strongsubj,몹시 화를,-2,negative
strongsubj,몹시 흉악하게,-2,negative
strongsubj,몹시 흉악하다,-2,negative
strongsubj,몹시 흉악한,-2,negative
strongsubj,몹시 흉악함,-2,negative
strongsubj,몹시 흉하거나,-2,negative
strongsubj,몹시 흐려지다,-2,negative
strongsubj,몹시 흐리멍덩하게,-2,negative
strongsubj,몹시 흥분하거나,-2,negative
strongsubj,몹시 희다,0,neutral
strongsubj,몹시 힘겹게,-2,negative
strongsubj,몹시 힘들거나,-2,negative
strongsubj,몹쓸,-2,negative
strongsubj,몹쓸 행동을,-2,negative
strongsubj,못,0,neutral
weaksubj,못 가누다,-1,negative
strongsubj,못 견디게,-2,negative
strongsubj,못 견디다,-2,negative
strongsubj,못 되다,-2,negative
strongsubj,못 되도록,-2,negative
weaksubj,못 미쳐,-1,negative
weaksubj,못 쓰게,-1,negative
weaksubj,못 하게,-1,negative
weaksubj,못 하게 하다,-1,negative
weaksubj,못 하다,-1,negative
strongsubj,못나게,-2,negative
strongsubj,못나고,-2,negative
strongsubj,못난,-2,negative
strongsubj,못난 사람,-2,negative
strongsubj,못난 사람을,-2,negative
strongsubj,못난 사람의,-2,negative
weaksubj,못난 사람이나,-1,negative
strongsubj,못난 수단,-2,negative
strongsubj,못난 짓,-2,negative
strongsubj,못난이,-2,negative
strongsubj,못남,-2,negative
strongsubj,못났다,-2,negative
strongsubj,못되게,-2,negative
strongsubj,못되게 굴어,-2,negative
strongsubj,못된,-2,negative
strongsubj,못된 꾀,-2,negative
strongsubj,못된 꾀로,-2,negative
strongsubj,못된 사람을,-2,negative
strongsubj,못된 사람이나,-2,negative
strongsubj,못된 성품을,-2,negative
strongsubj,못된 일에,-2,negative
strongsubj,못된 일을,-2,negative
strongsubj,못된 입,-2,negative
strongsubj,못된 장난을,-2,negative
strongsubj,못된 짓,-2,negative
strongsubj,못된 짓을,-2,negative
strongsubj,못마땅하거나,-2,negative
strongsubj,못마땅하게,-2,negative
strongsubj,못마땅하게 노려보다,-2,negative
strongsubj,못마땅하게 여겨,-2,negative
strongsubj,못마땅하게 여기는,-2,negative
strongsubj,못마땅하게 여기다,-2,negative
strongsubj,못마땅하게 여기어,-2,negative
strongsubj,못마땅하게 여김,-2,negative
strongsubj,못마땅하게 여김을,-2,negative
strongsubj,못마땅하다,-2,negative
strongsubj,못마땅하며,-2,negative
strongsubj,못마땅하여,-2,negative
strongsubj,못마땅하여 군소리를,-2,negative
strongsubj,못마땅하여 기분이,-2,negative
strongsubj,못마땅하여 시들하다,-2,negative
strongsubj,못마땅하여서 내는,-2,negative
strongsubj,못마땅한,-2,negative
strongsubj,못마땅한 것을,-2,negative
strongsubj,못마땅한 것이,-2,negative
strongsubj,못마땅한 사람이나,-2,negative
strongsubj,못마땅할,-2,negative
strongsubj,못마땅할 때,-2,negative
strongsubj,못마땅할 때에,-2,negative
strongsubj,못마땅해하면서,-2,negative
strongsubj,못살게,-2,negative
strongsubj,못살게 구는,-2,negative
strongsubj,못살게 군다는,-2,negative
strongsubj,못살게 굴거나,-2,negative
strongsubj,못살게 굴다,-2,negative
strongsubj,못살게 굴며,-2,negative
strongsubj,못생겨서,-2,negative
strongsubj,못생겨서 흉하게,-2,negative
strongsubj,못생겼다,-2,negative
strongsubj,못생기다,-2,negative
weaksubj,못생긴,-1,negative
strongsubj,못생김,-2,negative
strongsubj,못하거나,-2,negative
strongsubj,못하게,-2,negative
strongsubj,못하게 되다,-2,negative
strongsubj,못하게 망치다,-2,negative
strongsubj,못하게 방해하다,-2,negative
strongsubj,못하게 하다,-2,negative
strongsubj,못하겠다고,-2,negative
strongsubj,못하겠다고 버티다,-2,negative
strongsubj,못하고,-2,negative
strongsubj,못하고 나쁘다,-2,negative
strongsubj,못하고 몸져눕는,-2,negative
strongsubj,못하고 실없이,-2,negative
strongsubj,못하고 어물어물하다,-2,negative
strongsubj,못하고 엉성하고,-2,negative
strongsubj,못하고 쪼들리게,-2,negative
strongsubj,못하고 허술한,-2,negative
weaksubj,못하고 희미하게,-1,negative
strongsubj,못하는 결점,-2,negative
weaksubj,못하는 모양,-1,negative
weaksubj,못하는 상태,-1,negative
strongsubj,못하는 상태가,-2,negative
weaksubj,못하는 상태로,-1,negative
strongsubj,못하다,-2,negative
weaksubj,못하던,-1,negative
weaksubj,못하던 일,-1,negative
weaksubj,못하도록,-1,negative
strongsubj,못하도록 억지로,-2,negative
weaksubj,못하여,-1,negative
strongsubj,못하여 당하다,-2,negative
weaksubj,못하여 순진하고,-1,negative
strongsubj,못하여 안타깝다,-2,negative
strongsubj,못하여 어수선하고,-2,negative
weaksubj,못한,-1,negative
strongsubj,못한 데가,-2,negative
strongsubj,못한 상태이다,-2,negative
weaksubj,못한 자는,-1,negative
strongsubj,못한 형편을,-2,negative
weaksubj,못할 만큼,-1,negative
weaksubj,못할 만한,-1,negative
weaksubj,못함을,-1,negative
strongsubj,몽땅 빼앗거나,-2,negative
strongsubj,몽땅 없애다,-2,negative
weaksubj,무가치,-1,negative
strongsubj,무가치하고,-2,negative
strongsubj,무가치하고 무의미하게,-2,negative
strongsubj,무거운 걸음으로,-2,negative
strongsubj,무거운 기운이,-2,negative
strongsubj,무거운 발걸음으로,-2,negative
strongsubj,무거운 분위기나,-2,negative
weaksubj,무겁거나 하여,-1,negative
strongsubj,무겁고 투박하다,-2,negative
weaksubj,무겁다,-1,negative
weaksubj,무게 있게,1,positive
weaksubj,무게가 있게,1,positive
weaksubj,무게가 있는,1,positive
weaksubj,무게가 있다,1,positive
weaksubj,무관심,-1,negative
strongsubj,무관심하다,-2,negative
weaksubj,무관심한,-1,negative
weaksubj,무궁무진하다,1,positive
strongsubj,무기력,-2,negative
weaksubj,무기력하다,-1,negative
strongsubj,무기력한,-2,negative
weaksubj,무기력함,-1,negative
strongsubj,무너뜨리다,-2,negative
strongsubj,무너지게,-2,negative
strongsubj,무너지게 하다,-2,negative
strongsubj,무너지는,-2,negative
strongsubj,무너지는 소리가,-2,negative
strongsubj,무너지다,-2,negative
strongsubj,무너짐,-2,negative
strongsubj,무뇌충,-2,negative
weaksubj,무능력,-1,negative
weaksubj,무능하다,-1,negative
weaksubj,무능한,-1,negative
strongsubj,무단 결석,-2,negative
strongsubj,무단결석,-2,negative
strongsubj,무더위로,-2,negative
strongsubj,무디다,-2,negative
weaksubj,무뚝뚝하다,-1,negative
weaksubj,무량한 마음을,1,positive
strongsubj,무례하다,-2,negative
strongsubj,무례한,-2,negative
strongsubj,무례한 것으로,-2,negative
strongsubj,무례한 데가,-2,negative
strongsubj,무례한 사람을,-2,negative
strongsubj,무례함,-2,negative
weaksubj,무료로,1,positive
weaksubj,무르게 생긴,-1,negative
weaksubj,무르고 부드러운,1,positive
weaksubj,무르고 부드럽다,1,positive
weaksubj,무릎이 시리고,-1,negative
weaksubj,무리에서 기피되어,-1,negative
weaksubj,무리에서 기피하여,-1,negative
weaksubj,무리하게,-1,negative
weaksubj,무리하다,-1,negative
weaksubj,무모하다,-1,negative
weaksubj,무모한,-1,negative
strongsubj,무분별한,-2,negative
weaksubj,무사히,1,positive
strongsubj,무서운,-2,negative
strongsubj,무서운 꿈에,-2,negative
strongsubj,무서운 느낌이,-2,negative
strongsubj,무서운 말이나,-2,negative
strongsubj,무서운 사람,-2,negative
strongsubj,무서울,-2,negative
strongsubj,무서울 정도로,-2,negative
strongsubj,무서움,-2,negative
strongsubj,무서움 때문에,-2,negative
strongsubj,무서움을,-2,negative
strongsubj,무서움을 느낄,-2,negative
strongsubj,무서워,-2,negative
strongsubj,무서워서,-2,negative
strongsubj,무서워서 간신히,-2,negative
strongsubj,무서워서 지르는,-2,negative
strongsubj,무서워하는,-2,negative
strongsubj,무서워하는 증상,-2,negative
strongsubj,무서워하여,-2,negative
strongsubj,무섭거나,-2,negative
strongsubj,무섭거나 놀라서,-2,negative
strongsubj,무섭거나 두려운,-2,negative
strongsubj,무섭거나 아파서,-2,negative
strongsubj,무섭거나 징그러울,-2,negative
strongsubj,무섭거나 차가움을,-2,negative
strongsubj,무섭거나 추워서,-2,negative
strongsubj,무섭고,-2,negative
strongsubj,무섭고 끔찍하다,-2,negative
strongsubj,무섭고 끔찍한,-2,negative
strongsubj,무섭고 두려워서,-2,negative
strongsubj,무섭기까지,-2,negative
strongsubj,무섭다,-2,negative
strongsubj,무시당하다,-2,negative
weaksubj,무시하다,-1,negative
strongsubj,무안을,-2,negative
strongsubj,무안을 당하거나,-2,negative
strongsubj,무안을 당하다,-2,negative
strongsubj,무안하거나,-2,negative
strongsubj,무안하고,-2,negative
strongsubj,무안하고 부끄럽게,-2,negative
strongsubj,무안하고 부끄럽다,-2,negative
weaksubj,무엇에 얽매여서,-1,negative
weaksubj,무엇을 바라거나,1,positive
strongsubj,무엇을 보고도 제대로 알지 못하는 사람,-2,negative
weaksubj,무엇을 융통하거나,1,positive
strongsubj,무엇을 잃거나,-2,negative
strongsubj,무엇을 좋아하여,2,positive
weaksubj,무엇을 토하다,-1,negative
strongsubj,무엇이 훌륭하거나,2,positive
weaksubj,무용적 조화와,1,positive
strongsubj,무의미하게,-2,negative
strongsubj,무의미하다,-2,negative
weaksubj,무의미한,-1,negative
weaksubj,무의미한 말이나,-1,negative
strongsubj,무의하다,-2,negative
strongsubj,무자비하다,-2,negative
weaksubj,무자비한,-1,negative
strongsubj,무정한,-2,negative
strongsubj,무정한 행동이나,-2,negative
weaksubj,무지근한,-1,negative
weaksubj,무지근한 증상이,-1,negative
weaksubj,무지러져서,-1,negative
strongsubj,무지하고,-2,negative
strongsubj,무지하고 포악하며,-2,negative
strongsubj,무지하고 하찮은,-2,negative
strongsubj,무질서하게,-2,negative
strongsubj,무질서하게 고부라져,-2,negative
strongsubj,무질서하게 몰려드는,-2,negative
strongsubj,무질서하게 부러지거나,-2,negative
strongsubj,무질서하게 일어나는,-2,negative
strongsubj,무질서하고,-2,negative
strongsubj,무질서한,-2,negative
strongsubj,무질서한 정치,-2,negative
strongsubj,무책임,-2,negative
strongsubj,무책임하다,-2,negative
strongsubj,무탈하다,2,positive
weaksubj,무편무당하다,1,positive
weaksubj,무한이기주의,-1,negative
strongsubj,무해하다,2,positive
weaksubj,무해한,1,positive
weaksubj,무형적 손해를,-1,negative
weaksubj,무효로,-1,negative
weaksubj,무효로 하다,-1,negative
weaksubj,무효로 함,-1,negative
weaksubj,문드러져,-1,negative
weaksubj,문드러지다,-1,negative
strongsubj,문란하게,-2,negative
weaksubj,문란하여진,-1,negative
weaksubj,문란하여진 법도,-1,negative
weaksubj,문맹,-1,negative
weaksubj,문맹 상태를,-1,negative
weaksubj,문제 삼아,-1,negative
strongsubj,문제의 아름다움과,2,positive
weaksubj,문체가 화려하게,1,positive
strongsubj,문학에 뛰어나고,2,positive
weaksubj,물건 따위를 아끼지 아니하고,-1,negative
strongsubj,물건을 훔쳐,-2,negative
weaksubj,물건을 훔치거나,-1,negative
weaksubj,물건을 훔치는,-1,negative
strongsubj,물건을 훔치려고,-2,negative
strongsubj,물건을 훔친다는,-2,negative
strongsubj,물건이 귀엽게,2,positive
weaksubj,물러나다,-1,negative
weaksubj,물러서거나,-1,negative
weaksubj,물리거나,-1,negative
weaksubj,물리거나 지루해져서,-1,negative
weaksubj,물리거나 질리다,-1,negative
weaksubj,물리거나 질림,-1,negative
weaksubj,물어 주다,-1,negative
weaksubj,물어뜯거나,-1,negative
weaksubj,물에 빠져,-1,negative
weaksubj,물이 맑고,1,positive
weaksubj,물이 오르다,1,positive
weaksubj,물정에 밝은,1,positive
weaksubj,물질대사가 안되어,-1,negative
strongsubj,물질적인 이득이나,2,positive
weaksubj,물집,-1,negative
weaksubj,뭇사람을 구제함,1,positive
strongsubj,뭐서워서 자꾸,-2,negative
weaksubj,므흣하다,1,positive
weaksubj,미개하다,-1,negative
strongsubj,미개하여,-2,negative
strongsubj,미개한,-2,negative
weaksubj,미끄러운,1,positive
weaksubj,미끄러운 모양,1,positive
weaksubj,미끈하다,1,positive
strongsubj,미덥지,0,neutral
strongsubj,미덥지 못하게,-2,negative
strongsubj,미덥지 못하다,-2,negative
strongsubj,미덥지 못한,-2,negative
strongsubj,미덥지 못한 행동을,-2,negative
strongsubj,미덥지 아니하고,-2,negative
strongsubj,미덥지 아니한,-2,negative
strongsubj,미덥지 않은,-2,negative
weaksubj,미띤,-1,negative
strongsubj,미련이,-2,negative
strongsubj,미련이 남아,-2,negative
strongsubj,미련하거나,-2,negative
strongsubj,미련하고,-2,negative
strongsubj,미련하고 험상궃은,-2,negative
strongsubj,미련하다,-2,negative
strongsubj,미련하여,-2,negative
strongsubj,미련한,-2,negative
strongsubj,미련한 데가,-2,negative
strongsubj,미련한 사람을,-2,negative
weaksubj,미루거나,-1,negative
weaksubj,미루다,-1,negative
weaksubj,미루지 않고,1,positive
weaksubj,미묘하여,1,positive
